"stop_outcome","ticket_count","warning_count","stop_district","stop_duration_mins","person_searched","property_searched","traffic_involved","gender","ethnicity","age","primary_stop_reason","day_of_week","time_category"
"No Action",0,0,"5D",5,"0","0","0","Male","Black",12,"call for service","Tue","Afternoon"
"No Action",0,0,"5D",2,"0","0","0","Male","Black",13,"call for service","Tue","Afternoon"
"Arrest",0,0,"7D",20,"0","0","0","Male","Black",37,"call for service","Tue","Afternoon"
"Arrest",0,0,"1D",5,"0","0","0","Male","Black",26,"warrant/court order","Tue","Afternoon"
"No Action",0,0,"5D",4,"0","0","0","Male","Black",47,"responding to bolo","Tue","Evening"
"No Action",0,0,"5D",10,"0","0","0","Female","Black",52,"call for service","Tue","Afternoon"
"Arrest",0,0,"7D",8,"0","0","0","Male","Black",28,"information obtained from law enforcement sources","Tue","Evening"
"Arrest",0,0,"2D",4,"0","0","0","Male","White",38,"responding to bolo","Tue","Evening"
"No Action",0,0,"1D",15,"0","0","0","Female","Black",25,"responding to individual's actions","Tue","Evening"
"No Action",0,0,"2D",15,"0","0","0","Male","Black",NA,"call for service","Tue","Evening"
"Arrest",0,0,"7D",25,"1","0","0","Female","Black",41,"call for service","Tue","Evening"
"Arrest",0,0,"5D",8,"0","0","0","Male","White",36,"call for service","Tue","Evening"
"Arrest",0,0,"4D",30,"1","0","0","Male","Black",36,"responding to individual's actions","Tue","Evening"
"Arrest",0,0,"4D",22,"0","0","0","Male","Black",27,"information obtained from law enforcement sources","Tue","Evening"
"Arrest",0,0,"3D",5,"0","0","1","Female","Black",51,"responding to bolo","Tue","Night"
"Arrest",0,0,"7D",13,"1","0","0","Male","Black",20,"call for service","Tue","Night"
"Arrest",0,0,"7D",10,"0","0","0","Male","Multiple",17,"responding to individual's actions","Tue","Night"
"No Action",0,0,"7D",10,"1","0","0","Male","Black",NA,"responding to individual's actions","Tue","Night"
"Arrest",0,0,"6D",58,"1","0","0","Male","Black",46,"responding to bolo","Tue","Night"
"Arrest",0,0,"2D",15,"0","0","1","Female","Black",26,"traffic response","Tue","Night"
"Arrest",0,0,"6D",12,"0","0","0","Female","Black",42,"officer initiated","Tue","Night"
"Arrest",0,0,"6D",36,"0","0","0","Male","Black",31,"call for service","Wed","Night"
"Arrest",0,0,"7D",20,"0","0","0","Male","Black",34,"responding to bolo","Wed","Night"
"No Action",0,0,"3D",15,"0","0","0","Male","Black",45,"call for service","Wed","Night"
"Arrest",0,0,"1D",1,"0","0","0","Male","Black",32,"call for service","Wed","Night"
"No Action",0,0,"6D",9,"0","0","0","Male","Black",63,"information obtained from law enforcement sources","Tue","Night"
"No Action",0,0,"3D",5,"0","0","0","Female","Hispanic/Latino",23,"call for service","Tue","Night"
"No Action",0,0,"7D",19,"1","0","0","Male","Black",44,"responding to individual's actions","Wed","Night"
"No Action",0,0,"4D",15,"0","0","0","Male","Black",55,"call for service","Wed","Night"
"Arrest",0,0,"7D",5,"0","0","0","Male","Black",29,"information obtained from law enforcement sources","Wed","Night"
"No Action",0,0,"7D",25,"0","0","0","Male","Black",28,"call for service","Tue","Night"
"Arrest",0,0,"5D",9,"0","0","0","Male","Black",36,"officer initiated","Wed","Night"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",28,"call for service","Wed","Night"
"Arrest",0,0,"1D",15,"1","0","0","Male","Black",43,"call for service","Wed","Night"
"Arrest",0,0,"4D",1,"0","0","0","Male","Black",15,"call for service","Wed","Night"
"No Action",0,0,"2D",2,"0","0","0","Male","Black",NA,"call for service","Tue","Evening"
"No Action",0,0,"3D",37,"1","0","0","Male","Black",14,"officer initiated","Tue","Afternoon"
"No Action",0,0,"3D",37,"1","1","0","Male","Black",12,"officer initiated","Tue","Afternoon"
"No Action",0,0,"3D",36,"0","0","0","Male","Other",37,"officer initiated","Tue","Afternoon"
"No Action",0,0,"3D",10,"0","0","0","Female","Black",42,"responding to individual's actions","Tue","Afternoon"
"No Action",0,0,"7D",120,"0","0","0","Male","Black",40,"call for service","Tue","Night"
"No Action",0,0,"3D",40,"0","0","0","Male","Black",14,"responding to individual's actions","Wed","Night"
"No Action",0,0,"3D",40,"0","0","0","Male","Black",16,"responding to individual's actions","Wed","Night"
"No Action",0,0,"1D",16,"0","0","0","Male","Black",32,"responding to individual's actions","Tue","Evening"
"Warning",0,0,"3D",5,"0","0","1","Female","Hispanic/Latino",44,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",39,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",61,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",61,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",10,"0","0","1","Male","White",45,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",20,"0","0","1","Female","Black",60,"call for service","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",61,"officer initiated","Tue","Night"
"Ticket",0,0,"1D",5,"0","0","1","Female","Black",34,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",43,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",15,"0","0","1","Female","Asian",NA,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"6D",5,"0","0","1","Male","Black",40,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",66,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",67,"call for service","Tue","Night"
"Ticket",0,0,"1D",5,"0","0","1","Female","Black",34,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",41,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Female","Black",32,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",31,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",15,"0","0","1","Male","Unknown",33,"traffic response","Tue","Evening"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",28,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",29,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Female","White",NA,"officer initiated","Tue","Afternoon"
"Warning",0,0,"2D",18,"0","0","1","Male","White",36,"officer initiated","Tue","Morning"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",43,"officer initiated","Tue","Evening"
"Warning",0,0,"5D",5,"0","0","1","Male","Black",28,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",44,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",47,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",62,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",31,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",52,"officer initiated","Tue","Night"
"Warning",0,0,"3D",5,"0","0","1","Male","Black",32,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",46,"officer initiated","Tue","Evening"
"Ticket",0,0,"1D",5,"0","0","1","Male","Unknown",27,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",27,"officer initiated","Tue","Afternoon"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",31,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",35,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",35,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Hispanic/Latino",31,"officer initiated","Tue","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",29,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",64,"officer initiated","Tue","Evening"
"Warning",0,0,"6D",5,"0","0","1","Female","Black",36,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",56,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",10,"0","0","1","Male","Black",41,"officer initiated","Wed","Night"
"Ticket",0,0,"7D",5,"0","0","1","Female","Black",29,"call for service","Tue","Afternoon"
"Ticket",0,0,"1D",5,"0","0","1","Female","Black",45,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",29,"officer initiated","Tue","Night"
"Ticket",0,0,"1D",5,"0","0","1","Female","Black",22,"officer initiated","Tue","Night"
"Warning",0,0,"5D",5,"0","0","1","Male","Unknown",31,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",26,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",35,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",21,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",25,"officer initiated","Tue","Afternoon"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",17,"officer initiated","Tue","Night"
"Ticket",0,0,"6D",20,"0","0","1","Male","Black",NA,"information obtained from law enforcement sources","Tue","Night"
"Warning",0,0,"3D",10,"0","0","1","Female","Black",32,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",29,"officer initiated","Tue","Night"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",47,"officer initiated","Tue","Evening"
"Ticket",0,0,"1D",5,"0","0","1","Male","Unknown",33,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",21,"officer initiated","Tue","Night"
"Warning",0,0,"3D",10,"0","0","1","Female","White",54,"officer initiated","Tue","Night"
"Warning",0,0,"3D",10,"0","0","1","Male","White",25,"officer initiated","Wed","Night"
"Ticket",0,0,"1D",10,"0","0","1","Female","Black",51,"officer initiated","Tue","Night"
"Warning",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",52,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",43,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",35,"0","0","1","Female","Black",48,"traffic response","Tue","Morning"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",41,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Unknown",33,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",13,"0","0","1","Male","Black",32,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",30,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",15,"0","0","1","Male","Black",42,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",25,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",45,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","Unknown",44,"officer initiated","Wed","Night"
"Warning",0,0,"3D",5,"0","0","1","Male","Black",29,"officer initiated","Tue","Night"
"Warning",0,0,"2D",10,"0","0","1","Male","Unknown",25,"officer initiated","Tue","Night"
"Warning",0,0,"1D",5,"0","0","1","Male","Black",26,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",27,"officer initiated","Tue","Night"
"Warning",0,0,"4D",10,"0","0","1","Female","Black",55,"officer initiated","Tue","Evening"
"Ticket",0,0,"6D",5,"0","0","1","Male","Black",61,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",20,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",27,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",24,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",23,"officer initiated","Tue","Night"
"Ticket",0,0,"7D",5,"0","0","1","Male","Black",NA,"call for service","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",27,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",29,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",68,"officer initiated","Tue","Night"
"Warning",0,0,"1D",17,"0","0","1","Female","White",25,"officer initiated","Tue","Morning"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",63,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",31,"officer initiated","Tue","Night"
"Warning",0,0,"4D",10,"0","0","1","Male","White",76,"officer initiated","Tue","Evening"
"Warning",0,0,"3D",5,"0","0","1","Male","Black",64,"officer initiated","Tue","Evening"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",32,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",5,"0","0","1","Female","Black",21,"officer initiated","Wed","Night"
"Warning",0,0,"5D",5,"0","0","1","Female","Black",51,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",29,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",29,"officer initiated","Tue","Night"
"Warning",0,0,"1D",5,"0","0","1","Male","Black",34,"officer initiated","Wed","Night"
"Ticket",0,0,"1D",5,"0","0","1","Male","Hispanic/Latino",36,"officer initiated","Tue","Night"
"Warning",0,0,"1D",5,"0","0","1","Male","Black",32,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",30,"0","0","1","Male","Black",30,"call for service","Tue","Evening"
"Ticket",0,0,"1D",5,"0","0","1","Male","White",37,"officer initiated","Tue","Night"
"Warning",0,0,"1D",10,"0","0","1","Male","Black",32,"officer initiated","Wed","Night"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",46,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",34,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",30,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",45,"officer initiated","Wed","Night"
"Warning",0,0,"5D",5,"0","0","1","Male","Black",22,"officer initiated","Wed","Night"
"Warning",0,0,"5D",10,"0","0","1","Male","Black",40,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",31,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",24,"officer initiated","Tue","Evening"
"Warning",0,0,"2D",10,"0","0","1","Male","Black",26,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Hispanic/Latino",26,"officer initiated","Tue","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Male","White",63,"officer initiated","Tue","Night"
"Warning",0,0,"1D",10,"0","0","1","Male","Black",25,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",45,"0","0","1","Male","White",48,"call for service","Tue","Evening"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",38,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",55,"officer initiated","Tue","Evening"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",39,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",36,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",5,"0","0","1","Male","Asian",45,"traffic response","Tue","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",34,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",34,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",35,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Male","Hispanic/Latino",62,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",40,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",55,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",53,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",28,"officer initiated","Tue","Night"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",34,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",35,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","White",78,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",59,"officer initiated","Tue","Night"
"No Action",0,0,"4D",5,"0","0","0","Female","Black",28,"officer initiated","Wed","Night"
"No Action",0,0,"4D",13,"0","0","0","Male","Black",28,"traffic response","Wed","Night"
"No Action",0,0,"1D",13,"0","0","0","Male","Black",32,"responding to bolo","Wed","Night"
"Arrest",0,0,"6D",50,"0","0","0","Male","Black",14,"responding to bolo","Wed","Night"
"Arrest",0,0,"6D",50,"0","0","0","Male","Black",15,"responding to bolo","Wed","Night"
"Arrest",0,0,"1D",63,"0","0","0","Male","Black",27,"call for service","Wed","Night"
"No Action",0,0,"3D",6,"0","0","0","Male","Black",36,"demeanor during a field contact","Wed","Night"
"No Action",0,0,"3D",8,"0","0","0","Male","Black",36,"demeanor during a field contact","Wed","Night"
"No Action",0,0,"3D",10,"0","1","0","Female","Black",19,"officer initiated","Wed","Night"
"No Action",0,0,"3D",10,"0","0","0","Female","Black",21,"officer initiated","Wed","Night"
"Arrest",0,0,"4D",25,"0","0","0","Male","Black",45,"call for service","Wed","Morning"
"Arrest",0,0,"3D",15,"0","1","1","Male","Black",26,"traffic response","Wed","Morning"
"Arrest",0,0,"6D",15,"0","0","0","Male","Black",38,"call for service","Wed","Morning"
"Arrest",0,0,"7D",15,"0","0","0","Male","Black",59,"call for service","Wed","Morning"
"Arrest",0,0,"7D",40,"0","0","0","Male","Black",17,"call for service","Wed","Morning"
"No Action",0,0,"1D",26,"1","0","0","Female","Multiple",32,"call for service","Wed","Morning"
"Arrest",0,0,"3D",60,"0","0","1","Male","Black",43,"traffic response","Wed","Morning"
"No Action",0,0,"7D",16,"1","0","0","Male","Black",73,"information obtained from law enforcement sources","Wed","Morning"
"Arrest",0,0,"7D",33,"0","0","0","Male","Black",30,"responding to bolo","Wed","Morning"
"Arrest",0,0,"1D",1,"1","0","0","Male","Black",37,"warrant/court order","Wed","Morning"
"Arrest",0,0,"7D",2,"0","0","0","Female","Black",30,"warrant/court order","Wed","Morning"
"Arrest",0,0,"6D",10,"1","0","0","Male","Black",15,"warrant/court order","Wed","Afternoon"
"Arrest",0,0,"6D",2,"1","0","0","Male","Black",26,"warrant/court order","Wed","Morning"
"Arrest",0,0,"6D",10,"1","0","0","Male","Black",14,"warrant/court order","Wed","Afternoon"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",38,"warrant/court order","Wed","Morning"
"Arrest",0,0,"6D",15,"0","0","0","Male","Black",20,"warrant/court order","Wed","Morning"
"No Action",0,0,"6D",5,"0","0","0","Female","Black",29,"warrant/court order","Wed","Morning"
